Category;Subcategory;Technologies name;Technologies param;c_inv;c_maint;gwp_constr;lifetime;c_p;fmin_perc;fmax_perc;f_min;f_max;Comment
Synthetic fuels;Synthetic fuels;Fischer-Tropsch P2L Diesel;POWER_TO_DIESEL;3532.743904;253.0536276;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer-Tropsch P2L Jet fuel;POWER_TO_JET_FUEL;3532.743904;253.0536276;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer-Tropsch P2L LFO;POWER_TO_LFO;3532.743904;253.0536276;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer-Tropsch Hydrogen to Gasoline;H2_TO_GASOLINE;2241.910636;137.0330166;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer-Tropsch Hydrogen to Diesel;H2_TO_DIESEL;2241.910636;137.0330166;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer-Tropsch Hydrogen to Jet fuel;H2_TO_JET_FUEL;2241.910636;137.0330166;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer-Tropsch Hydrogen to LFO;H2_TO_LFO;2241.910636;137.0330166;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Amonia to H2;AMMONIA_TO_H2;0;0;0;25;0.994;0;1;0;0;
Synthetic fuels;Synthetic fuels;Oil to HVC;OIL_TO_HVC;427.2;2.271214642;0;15;0.994;0;1;0;0;
Synthetic fuels;Synthetic fuels;Gas to HVC;GAS_TO_HVC;862.63;21.5657004;0;25;0.994;0;1;0;0;
Synthetic fuels;Synthetic fuels;Biomass to HVC;BIOMASS_TO_HVC;2614.5;78;0;20;0.994;0;1;0;0;
Synthetic fuels;Synthetic fuels;Methanol to HVC;METHANOL_TO_HVC;0;0;0;20;1;0;1;0;0;
Storage;Electricity storage;Batteries;BATT_LI;425.88;0.658412583;61.3;15;1;0;1;0;0;
Storage;Electricity storage;Compressed air energy storage;CAES;38.938;3.1799;0;50;1;0;1;0;0;
Storage;Electricity storage;Batteries of electric cars;BEV_BATT;0;0;0;1;1;0;1;0;0;
Storage;Electricity storage;Batteries of plug-in hybrid cars;PHEV_BATT;0;0;0;1;1;0;1;0;0;
Storage;Electricity storage;Hydro dam storage;DAM_STORAGE;0;0;0;100;1;0;1;0;0;
Storage;Electricity storage;Pumped hydro storage;PHS;58.8;0;8.33;50;1;0;1;0;0;
Storage;Thermal storage;Decentralised direct elec;TS_DEC_DIRECT_ELEC;0;0;0;20;1;0;1;0;0;
Storage;Thermal storage;Decentralised electrical heat pumps;TS_DEC_HP_ELEC;0;0;0;20;1;0;1;0;0;
Storage;Thermal storage;Decentralised thermal heat pumps gas;TS_DEC_THHP_GAS;0;0;0;20;1;0;1;0;0;
Storage;Thermal storage;Decentralised cogeneration gas;TS_DEC_COGEN_GAS;0;0;0;20;1;0;1;0;0;
Storage;Thermal storage;Decentralised cogenration oil;TS_DEC_COGEN_OIL;0;0;0;20;1;0;1;0;0;
Storage;Thermal storage;Decentralised fuel cell cogeneration gas;TS_DEC_ADVCOGEN_GAS;0;0;0;20;1;0;1;0;0;
Storage;Thermal storage;Decentralised fuel cell cogenration H2;TS_DEC_ADVCOGEN_H2;0;0;0;20;1;0;1;0;0;
Storage;Thermal storage;Decentralised boiler gas;TS_DEC_BOILER_GAS;0;0;0;20;1;0;1;0;0;
Storage;Thermal storage;Decentralised boiler wood;TS_DEC_BOILER_WOOD;0;0;0;20;1;0;1;0;0;
Storage;Thermal storage;Decentralised boiler oil;TS_DEC_BOILER_OIL;0;0;0;20;1;0;1;0;0;
Storage;Thermal storage;Centralised daily;TS_DHN_DAILY;0;0;0;40;1;0;1;0;0;
Storage;Thermal storage;Centralised seasonal;TS_DHN_SEASONAL;0;0;0;25;1;0;1;0;0;
Storage;Thermal storage;Thermal storage industries;TS_HIGH_TEMP;0;0;0;25;1;0;1;0;0;
Storage;Other storage;Gas storage;GAS_STORAGE;0;0;0;50;1;0;1;0;0;
Storage;Other storage;Hydrogen storage;H2_STORAGE;6.19;0.39;0;20;1;0;1;0;0;
Storage;Other storage;Diesel storage;DIESEL_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;
Storage;Other storage;Jet fuel storage;JET_FUEL_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;
Storage;Other storage;Gasoline storage;GASOLINE_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;
Storage;Other storage;LFO storage;LFO_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;
Storage;Other storage;Ammonia storage;AMMONIA_STORAGE;0;0;0;20;1;0;1;0;0;
Storage;Other storage;Methanol storage;METHANOL_STORAGE;0;0;0;20;1;0;1;0;0;
Storage;Other storage;Parabolic trough storage;PT_STORAGE;36.9568;0.3695;0;25;1;0;1;0;0;
Storage;Other storage;Solar tower storage;ST_STORAGE;19.099;0.1909;0;25;1;0;1;0;0;
Storage;Thermal storage;Space cooling storage;TS_COLD;0;0;0;20;1;0;1;0;0;
Storage;Other storage;CO2 storage;CO2_STORAGE;49.5;0.495;0;30;1;0;1;0;0;
Heat;Cooking;Firewood stove;STOVE_WOOD;53.65514911;1.60965447;75;10;0.1875;0;1;0;0;
Heat;Cooking;LPG stove;STOVE_LPG;52.20521443;1.33859524;75;10;0.1875;0;1;0;0;
Heat;Cooking;NG stove;STOVE_NG;70.48592219;1.80733134;75;10;0.1875;0;1;0;0;
Heat;Cooking;Oil stove;STOVE_OIL;17.37818595;0.52134558;75;10;0.1875;0;1;0;0;
Heat;Cooking;Electric stove;STOVE_ELEC;20.60357726;0.51508943;75;10;0.1875;0;1;0;0;
Mobility;Passenger aviation;Plane;PLANE;1456.05;39.82;0;35;0.114155251;0;1;0;0;
Synthetic fuels;Synthetic fuels;Biomass fermentation to bioethanol;FERMENTATION_TO_BIOETHANOL;2554.01;116.0842435;0;25;0.92;0;1;0;0;
Synthetic fuels;Synthetic fuels;Esterification to biodiesel;ESTERIFICATION_TO_BIODIESEL;2554.01;116.0842435;0;25;0.8449;0;1;0;0;
Heat;Heat high temperature;Diesel engine (industry);IND_BOILER_DIESEL;171.6964771;4.29241193;516.55;25;0.9;0;1;0;0;
Heat;Heat high temperature;LPG burner (industry);IND_BOILER_LPG;64.78;1.297874333;12.32;17;0.9443;0;1;0;0;
Storage;Other storage;LPG storage;LPG_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;
Storage;Other storage;LNG storage;LNG_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;
Mobility;Passenger private;CAR_FG_PRIVATE;CAR_FG_PRIVATE;320.9896787;19.25938072;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;BUS_FG_PRIVATE;BUS_FG_PRIVATE;224.9290737;11.24645368;0;15;0.48372222;0;1;0;0;
Mobility;Passenger private;PICKUP_TRUCK_FG_PRIVATE;PICKUP_TRUCK_FG_PRIVATE;553.4903109;33.20941865;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;SUV_FG_PRIVATE;SUV_FG_PRIVATE;487.5572958;29.25343775;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;MOTORCYCLE_FG_PRIVATE;MOTORCYCLE_FG_PRIVATE;44.75305157;2.68518309;0;10;0.01989583;0;1;0;0;
Mobility;Passenger public;CAR_FG_PUBLIC;CAR_FG_PUBLIC;320.9896787;19.25938072;0;10;0.1343125;0;1;0;0;
Mobility;Passenger public;BUS_FG_PUBLIC;BUS_FG_PUBLIC;224.9290737;11.24645368;0;15;0.48372222;0;1;0;0;
Mobility;Passenger public;PICKUP_TRUCK_FG_PUBLIC;PICKUP_TRUCK_FG_PUBLIC;553.4903109;33.20941865;0;10;0.1343125;0;1;0;0;
Mobility;Passenger public;SUV_FG_PUBLIC;SUV_FG_PUBLIC;487.5572958;29.25343775;0;10;0.1343125;0;1;0;0;
Mobility;Passenger public;MOTORCYCLE_FG_PUBLIC;MOTORCYCLE_FG_PUBLIC;44.75305157;2.68518309;0;10;0.01989583;0;1;0;0;
Mobility;Passenger private;CAR_GASOLINE_PRIVATE;CAR_GASOLINE_PRIVATE;308.173441;18.49040646;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;BUS_GASOLINE_PRIVATE;BUS_GASOLINE_PRIVATE;214.4989572;10.72494786;0;15;0.48372222;0;1;0;0;
Mobility;Passenger private;PICKUP_TRUCK_GASOLINE_PRIVATE;PICKUP_TRUCK_GASOLINE_PRIVATE;541.4798879;32.48879327;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;SUV_GASOLINE_PRIVATE;SUV_GASOLINE_PRIVATE;475.3183582;28.51910149;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;MOTORCYCLE_GASOLINE_PRIVATE;MOTORCYCLE_GASOLINE_PRIVATE;27.20283527;1.63217012;0;10;0.01989583;0;1;0;0;
Mobility;Passenger public;CAR_GASOLINE_PUBLIC;CAR_GASOLINE_PUBLIC;308.173441;18.49040646;0;10;0.1343125;0;1;0;0;
Mobility;Passenger public;BUS_GASOLINE_PUBLIC;BUS_GASOLINE_PUBLIC;214.4989572;10.72494786;0;15;0.48372222;0;1;0;0;
Mobility;Passenger public;PICKUP_TRUCK_GASOLINE_PUBLIC;PICKUP_TRUCK_GASOLINE_PUBLIC;541.4798879;32.48879327;0;10;0.1343125;0;1;0;0;
Mobility;Passenger public;SUV_GASOLINE_PUBLIC;SUV_GASOLINE_PUBLIC;475.3183582;28.51910149;0;10;0.1343125;0;1;0;0;
Mobility;Passenger public;MOTORCYCLE_GASOLINE_PUBLIC;MOTORCYCLE_GASOLINE_PUBLIC;27.20283527;1.63217012;0;10;0.01989583;0;1;0;0;
Mobility;Passenger private;CAR_DIESEL_PRIVATE;CAR_DIESEL_PRIVATE;308.1682945;18.49009767;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;BUS_DIESEL_PRIVATE;BUS_DIESEL_PRIVATE;214.4989572;10.72494786;0;15;0.48372222;0;1;0;0;
Mobility;Passenger private;PICKUP_TRUCK_DIESEL_PRIVATE;PICKUP_TRUCK_DIESEL_PRIVATE;541.4708452;32.48825071;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;SUV_DIESEL_PRIVATE;SUV_DIESEL_PRIVATE;475.3104203;28.51862522;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;MOTORCYCLE_DIESEL_PRIVATE;MOTORCYCLE_DIESEL_PRIVATE;27.20283527;1.63217012;0;10;0.01989583;0;1;0;0;
Mobility;Passenger public;CAR_DIESEL_PUBLIC;CAR_DIESEL_PUBLIC;308.1682945;18.49009767;0;10;0.1343125;0;1;0;0;
Mobility;Passenger public;BUS_DIESEL_PUBLIC;BUS_DIESEL_PUBLIC;214.4989572;10.72494786;0;15;0.48372222;0;1;0;0;
Mobility;Passenger public;PICKUP_TRUCK_DIESEL_PUBLIC;PICKUP_TRUCK_DIESEL_PUBLIC;541.4708452;32.48825071;0;10;0.1343125;0;1;0;0;
Mobility;Passenger public;SUV_DIESEL_PUBLIC;SUV_DIESEL_PUBLIC;475.3104203;28.51862522;0;10;0.1343125;0;1;0;0;
Mobility;Passenger public;MOTORCYCLE_DIESEL_PUBLIC;MOTORCYCLE_DIESEL_PUBLIC;27.20283527;1.63217012;0;10;0.01989583;0;1;0;0;
Mobility;Freight;TRUCK_FG;TRUCK_FG;253.5656264;12.67828132;0;15;0.01805556;0;1;0;0;
Mobility;Freight;VAN_FG;VAN_FG;542.8751845;32.57251107;0;10;0.0203125;0;1;0;0;
Mobility;Freight;CARGO_MOTORCYCLE_FG;CARGO_MOTORCYCLE_FG;87.3123261;5.23873957;0;10;0.01075;0;1;0;0;
Mobility;Freight;TRUCK_GASOLINE;TRUCK_GASOLINE;251.3515689;12.56757845;0;15;0.01805556;0;1;0;0;
Mobility;Freight;VAN_GASOLINE;VAN_GASOLINE;524.7564675;31.48538805;0;10;0.0203125;0;1;0;0;
Mobility;Freight;CARGO_MOTORCYCLE_GASOLINE;CARGO_MOTORCYCLE_GASOLINE;52.2118935;3.13271361;0;10;0.01075;0;1;0;0;
Mobility;Freight;TRUCK_DIESEL_P;TRUCK_DIESEL_P;251.3515689;12.56757845;0;15;0.01805556;0;1;0;0;
Mobility;Freight;VAN_DIESEL;VAN_DIESEL;524.7564675;31.48538805;0;10;0.0203125;0;1;0;0;
Mobility;Freight;CARGO_MOTORCYCLE_DIESEL;CARGO_MOTORCYCLE_DIESEL;52.2118935;3.13271361;0;10;0.01075;0;1;0;0;
Lighting;Building lighting;Conventional bulb;CONVENTIONAL_BULB;0.1444041;0;0;5;1;0;1;0;0;
Lighting;Building lighting;LED bulb;LED_BULB;0.60161002;0;0;10;1;0;1;0;0;
Lighting;Public lighting;Conventional public lighting;CONVENTIONAL_LIGHT;1598.242939;1559.087767;0;5;1;0;1;0;0;
Lighting;Public lighting;LED public lighting;LED_LIGHT;2187.69928;431.5978112;0;10;1;0;1;0;0;
Food preservation;Food preservation;Refrigerator;REFRIGERATOR_EL;0.0000596;0;0;15;1;0;1;0;0;
Mechanical energy;Commercial;Commercial diesel machinery;COMM_MACHINERY_DIESEL;0.08519203;0.00127788;0;25;1;0;1;0;0;
Mechanical energy;Commercial;Commercial electric machinery;COMM_MACHINERY_EL;0.06278883;0.00094183;0;12;1;0;1;0;0;
Mechanical energy;Industrial;Industrial electric machinery;IND_MACHINERY_EL;0.06278883;0.00094183;0;17;1;0;1;0;0;
Mechanical energy;Agriculture;Diesel tractor;TRACTOR_DIESEL;0.321277296;0.01606386;0;15;1;0;1;0;0;
Mechanical energy;Agriculture;Agriculture diesel machinery;AGR_MACHINERY_DIESEL;0.14693009;0.00220395;0;25;1;0;1;0;0;
Mechanical energy;Agriculture;Agriculture electric machinery;AGR_MACHINERY_EL;0.19650578;0.00294759;0;12;1;0;1;0;0;
Mechanical energy;Mining;Mining diesel machinery;MIN_MACHINERY_DIESEL;0.08519203;0.00127788;0;25;1;0;1;0;0;
Mechanical energy;Mining;Mining electric machinery;MIN_MACHINERY_EL;0.06278883;0.00094183;0;17;1;0;1;0;0;
Mechanical energy;Fishing;Fishing diesel machinery;FISH_MACHINERY_DIESEL;0.08519203;0.00127788;0;25;1;0;1;0;0;
Mechanical energy;Fishing;Fishing electric machinery;FISH_MACHINERY_EL;0.06278883;0.00094183;0;12;1;0;1;0;0;
Mechanical energy;Agriculture;Electric tractor;TRACTOR_EL;1.34690901;0.06734545;0;15;1;0;1;0;0;
Mobility;Passenger public;BUS_ELEC_PUBLIC;BUS_ELEC_PUBLIC;378.6466063;7.57293213;0;15;0.48372222;0;1;0;0;
Mobility;Passenger private;BUS_ELEC_PRIVATE;BUS_ELEC_PRIVATE;378.6466063;7.57293213;0;15;0.48372222;0;1;0;0;
Mobility;Passenger public;PICKUP_TRUCK_ELEC_PUBLIC;PICKUP_TRUCK_ELEC_PUBLIC;0;10;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;PICKUP_TRUCK_ELEC_PRIVATE;PICKUP_TRUCK_ELEC_PRIVATE;0;0;0;10;0.1343125;0;1;0;0;
Mobility;Passenger public;SUV_ELEC_PUBLIC;SUV_ELEC_PUBLIC;529.56;10;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;SUV_ELEC_PRIVATE;SUV_ELEC_PRIVATE;529.56;10;0;10;0.1343125;0;1;0;0;
Mobility;Passenger public;MOTORCYCLE_ELEC_PUBLIC;MOTORCYCLE_ELEC_PUBLIC;55.65249172;1.11304983;0;10;0.01989583;0;1;0;0;
Mobility;Passenger private;MOTORCYCLE_ELEC_PRIVATE;MOTORCYCLE_ELEC_PRIVATE;55.65249172;1.11304983;0;10;0.01989583;0;1;0;0;
Mobility;Freight;VAN_ELEC;VAN_ELEC;0;0;0;10;0.0203125;0;1;0;0;
Mobility;Freight;CARGO_MOTORCYCLE_ELEC;CARGO_MOTORCYCLE_ELEC;198.2038428;3.96407686;0;10;0.01075;0;1;0;0;
Mobility;Freight;TRAIN_FREIGHT_ELEC;TRAIN_FREIGHT_ELEC;104.42;2.088311688;0;40;0.342465753;0;1;0;0;
Mobility;Freight;BOAT_FREIGHT_ELEC;BOAT_FREIGHT_ELEC;221.52;0.381944444;0;40;0.114155251;0;1;0;0;
Electricity;Electricity;FUEL_CELL;FUEL_CELL;984.64;29.5392;0;20;1;0;1;0;0;
Synthetic fuels;Synthetic fuels;ETHANOL_TO_FUELS;ETHANOL_TO_FUELS;912.4450172;39.7133302;0;25;0.95;0;1;0;0;
Synthetic fuels;Synthetic fuels;BIO_HYDROLYSIS;BIO_HYDROLYSIS;1721.7;117.3865932;0;15;0.8449;0;1;0;0;
Synthetic fuels;Synthetic fuels;PYROLYSIS_TO_FUELS;PYROLYSIS_TO_FUELS;2047.5;57;0;25;0.8449;0;1;0;0;
Synthetic fuels;Synthetic fuels;PYROLYSIS_TO_LFO;PYROLYSIS_TO_LFO;2016.33;91.6454554;0;25;0.8449;0;1;0;0;
Electricity;Electricity;FB_ST_BIOMASS;FB_ST_BIOMASS;2130.076011;42.60152022;165.33;30;0.409994599;0;1;0;0;
Electricity;Electricity;CFB_ST_BIOMASS;CFB_ST_BIOMASS;1812.194769;36.24389539;165.33;30;0.409994599;0;1;0;0;
Electricity;Electricity;BFB_ST_BIOMASS;BFB_ST_BIOMASS;1812.194769;36.24389539;165.33;30;0.409994599;0;1;0;0;
Synthetic fuels;Synthetic fuels;Regasification station;REGASIFICATION;2895.92;57.91836098;0;25;1;0;1;0;0;
Synthetic fuels;Synthetic fuels;Liquefaction plant;LIQUEFACTION;1075.899182;21.51798364;0;25;1;0;1;0;0;
Infrastructure;Infrastructure;DIESEL_PIPELINE;DIESEL_PIPELINE;0.134;0.001;0;55;1;0;1;0;0;
Infrastructure;Infrastructure;GASOLINE_PIPELINE;GASOLINE_PIPELINE;0.134;0.001;0;55;1;0;1;0;0;
Infrastructure;Infrastructure;LPG_PIPELINE;LPG_PIPELINE;0.134;0.001;0;55;1;0;1;0;0;
Infrastructure;Infrastructure;LFO_PIPELINE;LFO_PIPELINE;0.134;0.001;0;55;1;0;1;0;0;
Infrastructure;Infrastructure;JET_FUEL_PIPELINE;JET_FUEL_PIPELINE;0.134;0.001;0;55;1;0;1;0;0;
Storage;Electricity storage;SUV_ELEC_PRIVATE_BATT;SUV_ELEC_PRIVATE_BATT;0;0;0;1;1;0;1;0;0;
Storage;Electricity storage;MOTORCYCLE_ELEC_PRIVATE_BATT;MOTORCYCLE_ELEC_PRIVATE_BATT;0;0;0;1;1;0;1;0;0;
Storage;Electricity storage;BUS_ELEC_PUBLIC_BATT;BUS_ELEC_PUBLIC_BATT;0;0;0;1;1;0;1;0;0;
